cycle_id,process_step,start_time,end_time,duration_minutes
94,Assembly,2023-01-01 08:50:00,2023-01-01 09:07:00,17.0
94,Quality Check,2023-01-01 09:07:00,2023-01-01 09:20:00,13.0
94,Packaging,2023-01-01 09:20:00,2023-01-01 09:30:00,10.0
94,Dispatch,2023-01-01 09:30:00,2023-01-01 09:50:00,20.0
95,Assembly,2023-01-01 08:00:00,2023-01-01 08:17:00,17.0
95,Quality Check,2023-01-01 08:17:00,2023-01-01 08:30:00,13.0
95,Packaging,2023-01-01 08:30:00,2023-01-01 08:51:00,21.0
95,Dispatch,2023-01-01 08:51:00,2023-01-01 09:05:00,14.0
96,Assembly,2023-01-01 08:32:00,2023-01-01 08:43:00,11.0
96,Quality Check,2023-01-01 08:43:00,2023-01-01 09:07:00,24.0
96,Packaging,2023-01-01 09:07:00,2023-01-01 09:22:00,15.0
96,Dispatch,2023-01-01 09:22:00,2023-01-01 09:41:00,19.0
97,Assembly,2023-01-01 08:44:00,2023-01-01 08:54:00,10.0
97,Quality Check,2023-01-01 08:54:00,2023-01-01 09:28:00,34.0
97,Packaging,2023-01-01 09:28:00,2023-01-01 09:50:00,22.0
97,Dispatch,2023-01-01 09:50:00,2023-01-01 10:10:00,20.0
98,Assembly,2023-01-01 08:40:00,2023-01-01 09:02:00,22.0
98,Quality Check,2023-01-01 09:02:00,2023-01-01 09:37:00,35.0
98,Packaging,2023-01-01 09:37:00,2023-01-01 10:06:00,29.0
98,Dispatch,2023-01-01 10:06:00,2023-01-01 10:35:00,29.0
99,Assembly,2023-01-01 08:36:00,2023-01-01 09:00:00,24.0
99,Quality Check,2023-01-01 09:00:00,2023-01-01 09:25:00,25.0
99,Packaging,2023-01-01 09:25:00,2023-01-01 09:53:00,28.0
99,Dispatch,2023-01-01 09:53:00,2023-01-01 10:09:00,16.0
100,Assembly,2023-01-01 08:07:00,2023-01-01 08:25:00,18.0
100,Quality Check,2023-01-01 08:25:00,2023-01-01 08:52:00,27.0
100,Packaging,2023-01-01 08:52:00,2023-01-01 09:12:00,20.0
100,Dispatch,2023-01-01 09:12:00,2023-01-01 09:31:00,19.0
101,Assembly,2023-01-01 08:38:00,2023-01-01 09:02:00,24.0
101,Quality Check,2023-01-01 09:02:00,2023-01-01 09:13:00,11.0
101,Packaging,2023-01-01 09:13:00,2023-01-01 09:34:00,21.0
101,Dispatch,2023-01-01 09:34:00,2023-01-01 09:46:00,12.0
102,Assembly,2023-01-01 08:26:00,2023-01-01 08:40:00,14.0
102,Quality Check,2023-01-01 08:40:00,2023-01-01 09:04:00,24.0
102,Packaging,2023-01-01 09:04:00,2023-01-01 09:33:00,29.0
102,Dispatch,2023-01-01 09:33:00,2023-01-01 09:57:00,24.0
103,Assembly,2023-01-01 08:04:00,2023-01-01 08:16:00,12.0
103,Quality Check,2023-01-01 08:16:00,2023-01-01 08:47:00,31.0
103,Packaging,2023-01-01 08:47:00,2023-01-01 09:02:00,15.0
103,Dispatch,2023-01-01 09:02:00,2023-01-01 09:30:00,28.0
104,Assembly,2023-01-01 08:52:00,2023-01-01 09:05:00,13.0
104,Quality Check,2023-01-01 09:05:00,2023-01-01 09:31:00,26.0
104,Packaging,2023-01-01 09:31:00,2023-01-01 09:46:00,15.0
104,Dispatch,2023-01-01 09:46:00,2023-01-01 10:02:00,16.0
105,Assembly,2023-01-01 08:13:00,2023-01-01 08:26:00,13.0
105,Quality Check,2023-01-01 08:26:00,2023-01-01 08:37:00,11.0
105,Packaging,2023-01-01 08:37:00,2023-01-01 08:47:00,10.0
105,Dispatch,2023-01-01 08:47:00,2023-01-01 09:14:00,27.0
106,Assembly,2023-01-01 08:14:00,2023-01-01 08:34:00,20.0
106,Quality Check,2023-01-01 08:34:00,2023-01-01 08:50:00,16.0
106,Packaging,2023-01-01 08:50:00,2023-01-01 09:11:00,21.0
106,Dispatch,2023-01-01 09:11:00,2023-01-01 09:28:00,17.0
107,Assembly,2023-01-01 08:15:00,2023-01-01 08:38:00,23.0
107,Quality Check,2023-01-01 08:38:00,2023-01-01 09:17:00,39.0
107,Packaging,2023-01-01 09:17:00,2023-01-01 09:29:00,12.0
107,Dispatch,2023-01-01 09:29:00,2023-01-01 09:51:00,22.0
108,Assembly,2023-01-01 08:38:00,2023-01-01 08:56:00,18.0
108,Quality Check,2023-01-01 08:56:00,2023-01-01 09:21:00,25.0
108,Packaging,2023-01-01 09:21:00,2023-01-01 09:31:00,10.0
108,Dispatch,2023-01-01 09:31:00,2023-01-01 09:57:00,26.0
109,Assembly,2023-01-01 08:31:00,2023-01-01 08:57:00,26.0
109,Quality Check,2023-01-01 08:57:00,2023-01-01 09:12:00,15.0
109,Packaging,2023-01-01 09:12:00,2023-01-01 09:37:00,25.0
109,Dispatch,2023-01-01 09:37:00,2023-01-01 10:04:00,27.0
110,Assembly,2023-01-01 08:24:00,2023-01-01 08:43:00,19.0
110,Quality Check,2023-01-01 08:43:00,2023-01-01 09:08:00,25.0
110,Packaging,2023-01-01 09:08:00,2023-01-01 09:23:00,15.0
110,Dispatch,2023-01-01 09:23:00,2023-01-01 09:41:00,18.0
111,Assembly,2023-01-01 08:13:00,2023-01-01 08:42:00,29.0
111,Quality Check,2023-01-01 08:42:00,2023-01-01 09:00:00,18.0
111,Packaging,2023-01-01 09:00:00,2023-01-01 09:18:00,18.0
111,Dispatch,2023-01-01 09:18:00,2023-01-01 09:38:00,20.0
112,Assembly,2023-01-01 08:00:00,2023-01-01 08:29:00,29.0
112,Quality Check,2023-01-01 08:29:00,2023-01-01 08:58:00,29.0
112,Packaging,2023-01-01 08:58:00,2023-01-01 09:23:00,25.0
112,Dispatch,2023-01-01 09:23:00,2023-01-01 09:41:00,18.0
113,Assembly,2023-01-01 08:45:00,2023-01-01 09:00:00,15.0
113,Quality Check,2023-01-01 09:00:00,2023-01-01 09:24:00,24.0
113,Packaging,2023-01-01 09:24:00,2023-01-01 09:48:00,24.0
113,Dispatch,2023-01-01 09:48:00,2023-01-01 10:04:00,16.0
114,Assembly,2023-01-01 08:14:00,2023-01-01 08:36:00,22.0
114,Quality Check,2023-01-01 08:36:00,2023-01-01 09:01:00,25.0
114,Packaging,2023-01-01 09:01:00,2023-01-01 09:14:00,13.0
114,Dispatch,2023-01-01 09:14:00,2023-01-01 09:41:00,27.0
115,Assembly,2023-01-01 08:02:00,2023-01-01 08:14:00,12.0
115,Quality Check,2023-01-01 08:14:00,2023-01-01 08:31:00,17.0
115,Packaging,2023-01-01 08:31:00,2023-01-01 08:57:00,26.0
115,Dispatch,2023-01-01 08:57:00,2023-01-01 09:07:00,10.0
116,Assembly,2023-01-01 08:02:00,2023-01-01 08:24:00,22.0
116,Quality Check,2023-01-01 08:24:00,2023-01-01 08:34:00,10.0
116,Packaging,2023-01-01 08:34:00,2023-01-01 08:47:00,13.0
116,Dispatch,2023-01-01 08:47:00,2023-01-01 09:10:00,23.0
117,Assembly,2023-01-01 08:04:00,2023-01-01 08:21:00,17.0
117,Quality Check,2023-01-01 08:21:00,2023-01-01 09:02:00,41.0
117,Packaging,2023-01-01 09:02:00,2023-01-01 09:30:00,28.0
117,Dispatch,2023-01-01 09:30:00,2023-01-01 09:47:00,17.0
118,Assembly,2023-01-01 08:08:00,2023-01-01 08:18:00,10.0
118,Quality Check,2023-01-01 08:18:00,2023-01-01 08:35:00,17.0
118,Packaging,2023-01-01 08:35:00,2023-01-01 08:51:00,16.0
118,Dispatch,2023-01-01 08:51:00,2023-01-01 09:01:00,10.0
119,Assembly,2023-01-01 08:30:00,2023-01-01 08:50:00,20.0
119,Quality Check,2023-01-01 08:50:00,2023-01-01 09:14:00,24.0
119,Packaging,2023-01-01 09:14:00,2023-01-01 09:35:00,21.0
119,Dispatch,2023-01-01 09:35:00,2023-01-01 09:48:00,13.0
120,Assembly,2023-01-01 08:12:00,2023-01-01 08:35:00,23.0
120,Quality Check,2023-01-01 08:35:00,2023-01-01 08:50:00,15.0
120,Packaging,2023-01-01 08:50:00,2023-01-01 09:12:00,22.0
120,Dispatch,2023-01-01 09:12:00,2023-01-01 09:36:00,24.0
121,Assembly,2023-01-01 08:03:00,2023-01-01 08:30:00,27.0
121,Quality Check,2023-01-01 08:30:00,2023-01-01 08:44:00,14.0
121,Packaging,2023-01-01 08:44:00,2023-01-01 08:56:00,12.0
121,Dispatch,2023-01-01 08:56:00,2023-01-01 09:18:00,22.0
122,Assembly,2023-01-01 08:31:00,2023-01-01 08:55:00,24.0
122,Quality Check,2023-01-01 08:55:00,2023-01-01 09:18:00,23.0
122,Packaging,2023-01-01 09:18:00,2023-01-01 09:29:00,11.0
122,Dispatch,2023-01-01 09:29:00,2023-01-01 09:47:00,18.0
123,Assembly,2023-01-01 08:32:00,2023-01-01 08:51:00,19.0
123,Quality Check,2023-01-01 08:51:00,2023-01-01 09:24:00,33.0
123,Packaging,2023-01-01 09:24:00,2023-01-01 09:53:00,29.0
123,Dispatch,2023-01-01 09:53:00,2023-01-01 10:19:00,26.0
124,Assembly,2023-01-01 08:32:00,2023-01-01 08:46:00,14.0
124,Quality Check,2023-01-01 08:46:00,2023-01-01 09:04:00,18.0
124,Packaging,2023-01-01 09:04:00,2023-01-01 09:30:00,26.0
124,Dispatch,2023-01-01 09:30:00,2023-01-01 09:58:00,28.0
125,Assembly,2023-01-01 08:06:00,2023-01-01 08:20:00,14.0
125,Quality Check,2023-01-01 08:20:00,2023-01-01 08:47:00,27.0
125,Packaging,2023-01-01 08:47:00,2023-01-01 09:03:00,16.0
125,Dispatch,2023-01-01 09:03:00,2023-01-01 09:21:00,18.0
126,Assembly,2023-01-01 08:28:00,2023-01-01 08:51:00,23.0
126,Quality Check,2023-01-01 08:51:00,2023-01-01 09:09:00,18.0
126,Packaging,2023-01-01 09:09:00,2023-01-01 09:31:00,22.0
126,Dispatch,2023-01-01 09:31:00,2023-01-01 09:54:00,23.0
127,Assembly,2023-01-01 08:08:00,2023-01-01 08:24:00,16.0
127,Quality Check,2023-01-01 08:24:00,2023-01-01 08:44:00,20.0
127,Packaging,2023-01-01 08:44:00,2023-01-01 09:01:00,17.0
127,Dispatch,2023-01-01 09:01:00,2023-01-01 09:21:00,20.0
128,Assembly,2023-01-01 08:28:00,2023-01-01 08:40:00,12.0
128,Quality Check,2023-01-01 08:40:00,2023-01-01 09:17:00,37.0
128,Packaging,2023-01-01 09:17:00,2023-01-01 09:29:00,12.0
128,Dispatch,2023-01-01 09:29:00,2023-01-01 09:55:00,26.0
129,Assembly,2023-01-01 08:00:00,2023-01-01 08:24:00,24.0
129,Quality Check,2023-01-01 08:24:00,2023-01-01 08:37:00,13.0
129,Packaging,2023-01-01 08:37:00,2023-01-01 09:02:00,25.0
129,Dispatch,2023-01-01 09:02:00,2023-01-01 09:22:00,20.0
130,Assembly,2023-01-01 08:34:00,2023-01-01 08:58:00,24.0
130,Quality Check,2023-01-01 08:58:00,2023-01-01 09:32:00,34.0
130,Packaging,2023-01-01 09:32:00,2023-01-01 09:58:00,26.0
130,Dispatch,2023-01-01 09:58:00,2023-01-01 10:10:00,12.0
131,Assembly,2023-01-01 08:00:00,2023-01-01 08:20:00,20.0
131,Quality Check,2023-01-01 08:20:00,2023-01-01 08:46:00,26.0
131,Packaging,2023-01-01 08:46:00,2023-01-01 08:56:00,10.0
131,Dispatch,2023-01-01 08:56:00,2023-01-01 09:22:00,26.0
132,Assembly,2023-01-01 08:32:00,2023-01-01 08:57:00,25.0
132,Quality Check,2023-01-01 08:57:00,2023-01-01 09:10:00,13.0
132,Packaging,2023-01-01 09:10:00,2023-01-01 09:35:00,25.0
132,Dispatch,2023-01-01 09:35:00,2023-01-01 09:48:00,13.0
133,Assembly,2023-01-01 08:24:00,2023-01-01 08:36:00,12.0
133,Quality Check,2023-01-01 08:36:00,2023-01-01 08:54:00,18.0
133,Packaging,2023-01-01 08:54:00,2023-01-01 09:11:00,17.0
133,Dispatch,2023-01-01 09:11:00,2023-01-01 09:26:00,15.0
134,Assembly,2023-01-01 08:20:00,2023-01-01 08:35:00,15.0
134,Quality Check,2023-01-01 08:35:00,2023-01-01 08:53:00,18.0
134,Packaging,2023-01-01 08:53:00,2023-01-01 09:15:00,22.0
134,Dispatch,2023-01-01 09:15:00,2023-01-01 09:36:00,21.0
135,Assembly,2023-01-01 08:14:00,2023-01-01 08:36:00,22.0
135,Quality Check,2023-01-01 08:36:00,2023-01-01 08:52:00,16.0
135,Packaging,2023-01-01 08:52:00,2023-01-01 09:02:00,10.0
135,Dispatch,2023-01-01 09:02:00,2023-01-01 09:20:00,18.0
136,Assembly,2023-01-01 08:54:00,2023-01-01 09:15:00,21.0
136,Quality Check,2023-01-01 09:15:00,2023-01-01 09:32:00,17.0
136,Packaging,2023-01-01 09:32:00,2023-01-01 09:46:00,14.0
136,Dispatch,2023-01-01 09:46:00,2023-01-01 10:02:00,16.0
137,Assembly,2023-01-01 08:44:00,2023-01-01 08:58:00,14.0
137,Quality Check,2023-01-01 08:58:00,2023-01-01 09:34:00,36.0
137,Packaging,2023-01-01 09:34:00,2023-01-01 09:52:00,18.0
137,Dispatch,2023-01-01 09:52:00,2023-01-01 10:16:00,24.0
138,Assembly,2023-01-01 08:17:00,2023-01-01 08:38:00,21.0
138,Quality Check,2023-01-01 08:38:00,2023-01-01 09:00:00,22.0
138,Packaging,2023-01-01 09:00:00,2023-01-01 09:22:00,22.0
138,Dispatch,2023-01-01 09:22:00,2023-01-01 09:42:00,20.0
139,Assembly,2023-01-01 08:23:00,2023-01-01 08:39:00,16.0
139,Quality Check,2023-01-01 08:39:00,2023-01-01 09:02:00,23.0
139,Packaging,2023-01-01 09:02:00,2023-01-01 09:21:00,19.0
139,Dispatch,2023-01-01 09:21:00,2023-01-01 09:31:00,10.0
140,Assembly,2023-01-01 08:08:00,2023-01-01 08:20:00,12.0
140,Quality Check,2023-01-01 08:20:00,2023-01-01 08:58:00,38.0
140,Packaging,2023-01-01 08:58:00,2023-01-01 09:14:00,16.0
140,Dispatch,2023-01-01 09:14:00,2023-01-01 09:40:00,26.0
141,Assembly,2023-01-01 08:50:00,2023-01-01 09:04:00,14.0
141,Quality Check,2023-01-01 09:04:00,2023-01-01 09:27:00,23.0
141,Packaging,2023-01-01 09:27:00,2023-01-01 09:43:00,16.0
141,Dispatch,2023-01-01 09:43:00,2023-01-01 10:10:00,27.0
142,Assembly,2023-01-01 08:24:00,2023-01-01 08:46:00,22.0
142,Quality Check,2023-01-01 08:46:00,2023-01-01 09:02:00,16.0
142,Packaging,2023-01-01 09:02:00,2023-01-01 09:24:00,22.0
142,Dispatch,2023-01-01 09:24:00,2023-01-01 09:50:00,26.0
143,Assembly,2023-01-01 08:30:00,2023-01-01 08:56:00,26.0
143,Quality Check,2023-01-01 08:56:00,2023-01-01 09:21:00,25.0
143,Packaging,2023-01-01 09:21:00,2023-01-01 09:41:00,20.0
143,Dispatch,2023-01-01 09:41:00,2023-01-01 10:04:00,23.0
144,Assembly,2023-01-01 08:28:00,2023-01-01 08:48:00,20.0
144,Quality Check,2023-01-01 08:48:00,2023-01-01 09:27:00,39.0
144,Packaging,2023-01-01 09:27:00,2023-01-01 09:55:00,28.0
144,Dispatch,2023-01-01 09:55:00,2023-01-01 10:17:00,22.0
145,Assembly,2023-01-01 08:05:00,2023-01-01 08:29:00,24.0
145,Quality Check,2023-01-01 08:29:00,2023-01-01 08:56:00,27.0
145,Packaging,2023-01-01 08:56:00,2023-01-01 09:23:00,27.0
145,Dispatch,2023-01-01 09:23:00,2023-01-01 09:46:00,23.0
146,Assembly,2023-01-01 08:54:00,2023-01-01 09:21:00,27.0
146,Quality Check,2023-01-01 09:21:00,2023-01-01 09:36:00,15.0
146,Packaging,2023-01-01 09:36:00,2023-01-01 10:03:00,27.0
146,Dispatch,2023-01-01 10:03:00,2023-01-01 10:27:00,24.0
147,Assembly,2023-01-01 08:09:00,2023-01-01 08:25:00,16.0
147,Quality Check,2023-01-01 08:25:00,2023-01-01 09:07:00,42.0
147,Packaging,2023-01-01 09:07:00,2023-01-01 09:18:00,11.0
147,Dispatch,2023-01-01 09:18:00,2023-01-01 09:33:00,15.0
148,Assembly,2023-01-01 08:00:00,2023-01-01 08:28:00,28.0
148,Quality Check,2023-01-01 08:28:00,2023-01-01 08:51:00,23.0
148,Packaging,2023-01-01 08:51:00,2023-01-01 09:09:00,18.0
148,Dispatch,2023-01-01 09:09:00,2023-01-01 09:23:00,14.0
149,Assembly,2023-01-01 08:36:00,2023-01-01 09:01:00,25.0
149,Quality Check,2023-01-01 09:01:00,2023-01-01 09:31:00,30.0
149,Packaging,2023-01-01 09:31:00,2023-01-01 10:00:00,29.0
149,Dispatch,2023-01-01 10:00:00,2023-01-01 10:11:00,11.0
150,Assembly,2023-01-01 08:16:00,2023-01-01 08:29:00,13.0
150,Quality Check,2023-01-01 08:29:00,2023-01-01 09:04:00,35.0
150,Packaging,2023-01-01 09:04:00,2023-01-01 09:22:00,18.0
150,Dispatch,2023-01-01 09:22:00,2023-01-01 09:42:00,20.0
151,Assembly,2023-01-01 08:14:00,2023-01-01 08:31:00,17.0
151,Quality Check,2023-01-01 08:31:00,2023-01-01 08:44:00,13.0
151,Packaging,2023-01-01 08:44:00,2023-01-01 08:57:00,13.0
151,Dispatch,2023-01-01 08:57:00,2023-01-01 09:25:00,28.0
152,Assembly,2023-01-01 08:13:00,2023-01-01 08:29:00,16.0
152,Quality Check,2023-01-01 08:29:00,2023-01-01 08:56:00,27.0
152,Packaging,2023-01-01 08:56:00,2023-01-01 09:07:00,11.0
152,Dispatch,2023-01-01 09:07:00,2023-01-01 09:33:00,26.0
153,Assembly,2023-01-01 08:57:00,2023-01-01 09:21:00,24.0
153,Quality Check,2023-01-01 09:21:00,2023-01-01 09:45:00,24.0
153,Packaging,2023-01-01 09:45:00,2023-01-01 09:59:00,14.0
153,Dispatch,2023-01-01 09:59:00,2023-01-01 10:28:00,29.0
154,Assembly,2023-01-01 08:14:00,2023-01-01 08:25:00,11.0
154,Quality Check,2023-01-01 08:25:00,2023-01-01 08:54:00,29.0
154,Packaging,2023-01-01 08:54:00,2023-01-01 09:14:00,20.0
154,Dispatch,2023-01-01 09:14:00,2023-01-01 09:34:00,20.0
155,Assembly,2023-01-01 08:55:00,2023-01-01 09:15:00,20.0
155,Quality Check,2023-01-01 09:15:00,2023-01-01 09:32:00,17.0
155,Packaging,2023-01-01 09:32:00,2023-01-01 09:46:00,14.0
155,Dispatch,2023-01-01 09:46:00,2023-01-01 10:09:00,23.0
156,Assembly,2023-01-01 08:29:00,2023-01-01 08:48:00,19.0
156,Quality Check,2023-01-01 08:48:00,2023-01-01 09:01:00,13.0
156,Packaging,2023-01-01 09:01:00,2023-01-01 09:18:00,17.0
156,Dispatch,2023-01-01 09:18:00,2023-01-01 09:46:00,28.0
157,Assembly,2023-01-01 08:20:00,2023-01-01 08:36:00,16.0
157,Quality Check,2023-01-01 08:36:00,2023-01-01 09:05:00,29.0
157,Packaging,2023-01-01 09:05:00,2023-01-01 09:24:00,19.0
157,Dispatch,2023-01-01 09:24:00,2023-01-01 09:49:00,25.0
158,Assembly,2023-01-01 08:01:00,2023-01-01 08:11:00,10.0
158,Quality Check,2023-01-01 08:11:00,2023-01-01 08:24:00,13.0
158,Packaging,2023-01-01 08:24:00,2023-01-01 08:43:00,19.0
158,Dispatch,2023-01-01 08:43:00,2023-01-01 09:11:00,28.0
159,Assembly,2023-01-01 08:51:00,2023-01-01 09:09:00,18.0
159,Quality Check,2023-01-01 09:09:00,2023-01-01 09:38:00,29.0
159,Packaging,2023-01-01 09:38:00,2023-01-01 09:49:00,11.0
159,Dispatch,2023-01-01 09:49:00,2023-01-01 10:03:00,14.0
160,Assembly,2023-01-01 08:56:00,2023-01-01 09:24:00,28.0
160,Quality Check,2023-01-01 09:24:00,2023-01-01 09:34:00,10.0
160,Packaging,2023-01-01 09:34:00,2023-01-01 09:44:00,10.0
160,Dispatch,2023-01-01 09:44:00,2023-01-01 10:11:00,27.0
161,Assembly,2023-01-01 08:33:00,2023-01-01 08:51:00,18.0
161,Quality Check,2023-01-01 08:51:00,2023-01-01 09:33:00,42.0
161,Packaging,2023-01-01 09:33:00,2023-01-01 09:52:00,19.0
161,Dispatch,2023-01-01 09:52:00,2023-01-01 10:17:00,25.0
162,Assembly,2023-01-01 08:16:00,2023-01-01 08:30:00,14.0
162,Quality Check,2023-01-01 08:30:00,2023-01-01 08:57:00,27.0
162,Packaging,2023-01-01 08:57:00,2023-01-01 09:18:00,21.0
162,Dispatch,2023-01-01 09:18:00,2023-01-01 09:33:00,15.0
163,Assembly,2023-01-01 08:23:00,2023-01-01 08:35:00,12.0
163,Quality Check,2023-01-01 08:35:00,2023-01-01 08:53:00,18.0
163,Packaging,2023-01-01 08:53:00,2023-01-01 09:11:00,18.0
163,Dispatch,2023-01-01 09:11:00,2023-01-01 09:23:00,12.0
164,Assembly,2023-01-01 08:40:00,2023-01-01 09:09:00,29.0
164,Quality Check,2023-01-01 09:09:00,2023-01-01 09:29:00,20.0
164,Packaging,2023-01-01 09:29:00,2023-01-01 09:43:00,14.0
164,Dispatch,2023-01-01 09:43:00,2023-01-01 10:00:00,17.0
165,Assembly,2023-01-01 08:12:00,2023-01-01 08:24:00,12.0
165,Quality Check,2023-01-01 08:24:00,2023-01-01 08:55:00,31.0
165,Packaging,2023-01-01 08:55:00,2023-01-01 09:06:00,11.0
165,Dispatch,2023-01-01 09:06:00,2023-01-01 09:32:00,26.0
166,Assembly,2023-01-01 08:59:00,2023-01-01 09:24:00,25.0
166,Quality Check,2023-01-01 09:24:00,2023-01-01 09:40:00,16.0
166,Packaging,2023-01-01 09:40:00,2023-01-01 09:52:00,12.0
166,Dispatch,2023-01-01 09:52:00,2023-01-01 10:12:00,20.0
167,Assembly,2023-01-01 08:34:00,2023-01-01 08:56:00,22.0
167,Quality Check,2023-01-01 08:56:00,2023-01-01 09:14:00,18.0
167,Packaging,2023-01-01 09:14:00,2023-01-01 09:29:00,15.0
167,Dispatch,2023-01-01 09:29:00,2023-01-01 09:52:00,23.0
168,Assembly,2023-01-01 08:25:00,2023-01-01 08:39:00,14.0
168,Quality Check,2023-01-01 08:39:00,2023-01-01 09:05:00,26.0
168,Packaging,2023-01-01 09:05:00,2023-01-01 09:23:00,18.0
168,Dispatch,2023-01-01 09:23:00,2023-01-01 09:45:00,22.0
169,Assembly,2023-01-01 08:18:00,2023-01-01 08:36:00,18.0
169,Quality Check,2023-01-01 08:36:00,2023-01-01 08:49:00,13.0
169,Packaging,2023-01-01 08:49:00,2023-01-01 09:05:00,16.0
169,Dispatch,2023-01-01 09:05:00,2023-01-01 09:34:00,29.0
170,Assembly,2023-01-01 08:58:00,2023-01-01 09:26:00,28.0
170,Quality Check,2023-01-01 09:26:00,2023-01-01 09:37:00,11.0
170,Packaging,2023-01-01 09:37:00,2023-01-01 10:01:00,24.0
170,Dispatch,2023-01-01 10:01:00,2023-01-01 10:12:00,11.0
171,Assembly,2023-01-01 08:24:00,2023-01-01 08:43:00,19.0
171,Quality Check,2023-01-01 08:43:00,2023-01-01 09:07:00,24.0
171,Packaging,2023-01-01 09:07:00,2023-01-01 09:28:00,21.0
171,Dispatch,2023-01-01 09:28:00,2023-01-01 09:48:00,20.0
172,Assembly,2023-01-01 08:31:00,2023-01-01 08:42:00,11.0
172,Quality Check,2023-01-01 08:42:00,2023-01-01 09:11:00,29.0
172,Packaging,2023-01-01 09:11:00,2023-01-01 09:31:00,20.0
172,Dispatch,2023-01-01 09:31:00,2023-01-01 09:41:00,10.0
173,Assembly,2023-01-01 08:19:00,2023-01-01 08:33:00,14.0
173,Quality Check,2023-01-01 08:33:00,2023-01-01 08:46:00,13.0
173,Packaging,2023-01-01 08:46:00,2023-01-01 09:11:00,25.0
173,Dispatch,2023-01-01 09:11:00,2023-01-01 09:22:00,11.0
174,Assembly,2023-01-01 08:46:00,2023-01-01 09:15:00,29.0
174,Quality Check,2023-01-01 09:15:00,2023-01-01 09:46:00,31.0
174,Packaging,2023-01-01 09:46:00,2023-01-01 10:12:00,26.0
174,Dispatch,2023-01-01 10:12:00,2023-01-01 10:35:00,23.0
175,Assembly,2023-01-01 08:37:00,2023-01-01 08:50:00,13.0
175,Quality Check,2023-01-01 08:50:00,2023-01-01 09:22:00,32.0
175,Packaging,2023-01-01 09:22:00,2023-01-01 09:49:00,27.0
175,Dispatch,2023-01-01 09:49:00,2023-01-01 10:06:00,17.0
176,Assembly,2023-01-01 08:01:00,2023-01-01 08:25:00,24.0
176,Quality Check,2023-01-01 08:25:00,2023-01-01 08:48:00,23.0
176,Packaging,2023-01-01 08:48:00,2023-01-01 09:01:00,13.0
176,Dispatch,2023-01-01 09:01:00,2023-01-01 09:15:00,14.0
177,Assembly,2023-01-01 08:48:00,2023-01-01 09:02:00,14.0
177,Quality Check,2023-01-01 09:02:00,2023-01-01 09:23:00,21.0
177,Packaging,2023-01-01 09:23:00,2023-01-01 09:46:00,23.0
177,Dispatch,2023-01-01 09:46:00,2023-01-01 09:57:00,11.0
178,Assembly,2023-01-01 08:47:00,2023-01-01 09:13:00,26.0
178,Quality Check,2023-01-01 09:13:00,2023-01-01 09:39:00,26.0
178,Packaging,2023-01-01 09:39:00,2023-01-01 09:54:00,15.0
178,Dispatch,2023-01-01 09:54:00,2023-01-01 10:08:00,14.0
179,Assembly,2023-01-01 08:51:00,2023-01-01 09:17:00,26.0
179,Quality Check,2023-01-01 09:17:00,2023-01-01 09:56:00,39.0
179,Packaging,2023-01-01 09:56:00,2023-01-01 10:19:00,23.0
179,Dispatch,2023-01-01 10:19:00,2023-01-01 10:45:00,26.0
180,Assembly,2023-01-01 08:09:00,2023-01-01 08:25:00,16.0
180,Quality Check,2023-01-01 08:25:00,2023-01-01 08:54:00,29.0
180,Packaging,2023-01-01 08:54:00,2023-01-01 09:13:00,19.0
180,Dispatch,2023-01-01 09:13:00,2023-01-01 09:40:00,27.0
181,Assembly,2023-01-01 08:03:00,2023-01-01 08:31:00,28.0
181,Quality Check,2023-01-01 08:31:00,2023-01-01 08:44:00,13.0
181,Packaging,2023-01-01 08:44:00,2023-01-01 08:55:00,11.0
181,Dispatch,2023-01-01 08:55:00,2023-01-01 09:05:00,10.0
182,Assembly,2023-01-01 08:09:00,2023-01-01 08:32:00,23.0
182,Quality Check,2023-01-01 08:32:00,2023-01-01 08:46:00,14.0
182,Packaging,2023-01-01 08:46:00,2023-01-01 08:56:00,10.0
182,Dispatch,2023-01-01 08:56:00,2023-01-01 09:23:00,27.0
183,Assembly,2023-01-01 08:43:00,2023-01-01 09:07:00,24.0
183,Quality Check,2023-01-01 09:07:00,2023-01-01 09:26:00,19.0
183,Packaging,2023-01-01 09:26:00,2023-01-01 09:54:00,28.0
183,Dispatch,2023-01-01 09:54:00,2023-01-01 10:20:00,26.0
184,Assembly,2023-01-01 08:41:00,2023-01-01 09:01:00,20.0
184,Quality Check,2023-01-01 09:01:00,2023-01-01 09:27:00,26.0
184,Packaging,2023-01-01 09:27:00,2023-01-01 09:40:00,13.0
184,Dispatch,2023-01-01 09:40:00,2023-01-01 09:56:00,16.0
185,Assembly,2023-01-01 08:52:00,2023-01-01 09:15:00,23.0
185,Quality Check,2023-01-01 09:15:00,2023-01-01 09:25:00,10.0
185,Packaging,2023-01-01 09:25:00,2023-01-01 09:50:00,25.0
185,Dispatch,2023-01-01 09:50:00,2023-01-01 10:19:00,29.0
186,Assembly,2023-01-01 08:18:00,2023-01-01 08:40:00,22.0
186,Quality Check,2023-01-01 08:40:00,2023-01-01 09:04:00,24.0
186,Packaging,2023-01-01 09:04:00,2023-01-01 09:27:00,23.0
186,Dispatch,2023-01-01 09:27:00,2023-01-01 09:55:00,28.0
